created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
1970-01-01 00:25:23 UTC,33,phone,1523317761917,-0.29688102,0.45010993,9.921572,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,34,phone,1523317761917,-0.30645782,0.4405331,9.739613,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,35,phone,1523317761917,-0.2873042,0.4405331,9.720459,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,36,phone,1523317761917,-0.2873042,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,37,phone,1523317761917,-0.2777274,0.4405331,9.873688,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,38,phone,1523317761917,-0.2873042,0.4405331,9.730036,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,39,phone,1523317761917,-0.2777274,0.4405331,9.691729,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,40,phone,1523317761917,-0.2777274,0.45010993,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,41,phone,1523317761917,-0.2873042,0.4405331,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,42,phone,1523317761917,-0.2873042,0.45010993,9.77792,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,43,phone,1523317761917,-0.30645782,0.4309563,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,44,phone,1523317761917,-0.31603462,0.4405331,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,45,phone,1523317761917,-0.32561144,0.4309563,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,46,phone,1523317761917,-0.30645782,0.4309563,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,47,phone,1523317761917,-0.30645782,0.45968673,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,48,phone,1523317761917,-0.30645782,0.45010993,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,49,phone,1523317761917,-0.25857377,0.45010993,9.749189,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,50,phone,1523317761917,-0.24899697,0.4405331,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,51,smartwatch,1523317762645,11.784652,1.4452649,5.046463,phone,1523317761917,0
1970-01-01 00:25:23 UTC,52,smartwatch,1523317762645,13.083954,1.6175481,5.3336015,phone,1523317761917,0
1970-01-01 00:25:23 UTC,53,smartwatch,1523317762645,13.756337,2.050649,5.5704913,phone,1523317761917,0
1970-01-01 00:25:23 UTC,54,smartwatch,1523317762645,13.514663,2.2971098,5.436493,phone,1523317761917,0
1970-01-01 00:25:23 UTC,55,smartwatch,1523317762645,12.507284,2.3186452,5.6614184,phone,1523317761917,0
1970-01-01 00:25:23 UTC,56,smartwatch,1523317762645,11.464013,1.8855443,5.4149575,phone,1523317761917,0
1970-01-01 00:25:23 UTC,57,smartwatch,1523317762645,9.233903,1.7922242,4.8191447,phone,1523317761917,0
1970-01-01 00:25:23 UTC,58,smartwatch,1523317762645,6.8817577,1.3495519,3.8524444,phone,1523317761917,0
1970-01-01 00:25:23 UTC,59,smartwatch,1523317762645,3.5605202,0.5168497,3.2279177,phone,1523317761917,0
1970-01-01 00:25:23 UTC,60,smartwatch,1523317762645,4.2855453,0.46181476,1.6582261,phone,1523317761917,0
1970-01-01 00:25:23 UTC,61,smartwatch,1523317762645,2.7876384,0.07178468,0.059820566,phone,1523317761917,0
1970-01-01 00:25:23 UTC,62,smartwatch,1523317762645,-2.6943183,-0.6891329,-0.83748794,phone,1523317761917,0
1970-01-01 00:25:23 UTC,63,smartwatch,1523317762645,0.8350951,-0.997807,3.3690944,phone,1523317761917,0
1970-01-01 00:25:23 UTC,64,smartwatch,1523317762645,2.6751757,-1.8113668,1.3016955,phone,1523317761917,0
1970-01-01 00:25:23 UTC,65,smartwatch,1523317762645,3.3212378,-0.19621146,2.0961127,phone,1523317761917,0
1970-01-01 00:25:23 UTC,66,smartwatch,1523317762645,5.7667027,0.44745782,3.574877,phone,1523317761917,0
1970-01-01 00:25:23 UTC,67,smartwatch,1523317762645,9.753145,0.9906286,4.685147,phone,1523317761917,0
1970-01-01 00:25:23 UTC,68,smartwatch,1523317762645,13.730017,2.37368,5.4436717,phone,1523317761917,0
1970-01-01 00:25:23 UTC,69,smartwatch,1523317762645,16.204195,4.130012,6.2715883,phone,1523317761917,0
1970-01-01 00:25:23 UTC,70,smartwatch,1523317762645,17.393427,5.1014977,6.285945,phone,1523317761917,0
1970-01-01 00:25:23 UTC,71,smartwatch,1523317762645,17.333607,6.431907,6.8865438,phone,1523317761917,0
1970-01-01 00:25:23 UTC,72,smartwatch,1523317762645,16.13241,6.0155563,6.6424756,phone,1523317761917,0
1970-01-01 00:25:23 UTC,73,smartwatch,1523317762645,14.524433,5.45085,6.893722,phone,1523317761917,0
1970-01-01 00:25:23 UTC,74,smartwatch,1523317762645,12.569497,4.56072,6.0394845,phone,1523317761917,0
1970-01-01 00:25:23 UTC,75,smartwatch,1523317762645,9.760324,3.3714871,4.706682,phone,1523317761917,0
1970-01-01 00:25:23 UTC,76,smartwatch,1523317762645,6.8721867,2.28036,3.2925239,phone,1523317761917,0
1970-01-01 00:25:23 UTC,77,smartwatch,1523317762645,4.1587257,1.160519,2.1966112,phone,1523317761917,0
1970-01-01 00:25:23 UTC,78,smartwatch,1523317762645,2.1870399,-0.059820566,1.268196,phone,1523317761917,0
1970-01-01 00:25:23 UTC,79,smartwatch,1523317762645,1.1294123,-0.89491564,0.86859465,phone,1523317761917,0
1970-01-01 00:25:23 UTC,80,smartwatch,1523317762645,1.3782659,-1.308874,0.7704889,phone,1523317761917,0
1970-01-01 00:25:23 UTC,81,smartwatch,1523317762645,2.1822543,-1.1078769,1.0073783,phone,1523317761917,0
1970-01-01 00:25:23 UTC,82,smartwatch,1523317762645,3.8907297,-0.36610186,1.3854443,phone,1523317761917,0
1970-01-01 00:25:23 UTC,83,smartwatch,1523317762645,6.5635123,0.88295156,2.268396,phone,1523317761917,0
1970-01-01 00:25:23 UTC,84,smartwatch,1523317762645,9.772287,2.4454648,3.4289148,phone,1523317761917,0
1970-01-01 00:25:23 UTC,85,smartwatch,1523317762645,13.110275,3.900301,4.223332,phone,1523317761917,0
1970-01-01 00:25:23 UTC,86,smartwatch,1523317762645,15.866807,4.8622155,4.7306104,phone,1523317761917,0
1970-01-01 00:25:23 UTC,87,smartwatch,1523317762645,17.082361,5.4053864,5.517849,phone,1523317761917,0
1970-01-01 00:25:23 UTC,88,smartwatch,1523317762645,16.871792,5.4029937,6.343373,phone,1523317761917,0
1970-01-01 00:25:23 UTC,89,smartwatch,1523317762645,15.706488,4.5918264,6.9678993,phone,1523317761917,0
1970-01-01 00:25:23 UTC,90,smartwatch,1523317762645,13.794622,3.4360933,6.908079,phone,1523317761917,0
1970-01-01 00:25:23 UTC,91,smartwatch,1523317762645,11.487942,2.1343977,6.355337,phone,1523317761917,0
1970-01-01 00:25:23 UTC,92,smartwatch,1523317762645,8.733803,0.89013004,5.261817,phone,1523317761917,0
1970-01-01 00:25:23 UTC,93,smartwatch,1523317762645,6.1208405,-0.5240282,3.6801612,phone,1523317761917,0
1970-01-01 00:25:23 UTC,94,smartwatch,1523317762645,3.6275191,-1.2442678,2.1559331,phone,1523317761917,0
1970-01-01 00:25:23 UTC,95,smartwatch,1523317762645,1.7898313,-1.3974084,1.0313065,phone,1523317761917,0
1970-01-01 00:25:23 UTC,96,smartwatch,1523317762645,0.6053841,-1.5696917,0.64845496,phone,1523317761917,0
1970-01-01 00:25:23 UTC,97,smartwatch,1523317762645,0.40917268,-1.1246266,0.63170516,phone,1523317761917,0
1970-01-01 00:25:23 UTC,98,smartwatch,1523317762645,1.1892328,-0.35653058,0.7298109,phone,1523317761917,0
1970-01-01 00:25:23 UTC,99,smartwatch,1523317762645,2.6751757,0.81595254,1.0289137,phone,1523317761917,0
1970-01-01 00:25:23 UTC,100,smartwatch,1523317762645,4.938786,2.2157538,1.9573289,phone,1523317761917,0
1970-01-01 00:25:23 UTC,101,phone,1523317761917,0.34476504,0.11492168,0.9672575,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,102,phone,1523317761917,-1.0055647,0.50757074,16.654066,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,103,phone,1523317761917,-0.7565677,0.61291564,10.04607,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,104,phone,1523317761917,-0.047884032,0.62249243,5.2480903,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,105,phone,1523317761917,-0.41180268,0.45010993,10.524911,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,106,phone,1523317761917,-0.38307226,0.34476504,10.314221,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,107,phone,1523317761917,-0.22026655,0.5554548,9.011775,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,108,phone,1523317761917,-0.41180268,0.39264908,9.730036,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,109,phone,1523317761917,-0.29688102,0.45968673,9.059659,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,110,phone,1523317761917,-0.2873042,0.45968673,10.275913,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,111,phone,1523317761917,-0.24899697,0.46926352,10.381259,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,112,phone,1523317761917,-0.29688102,0.4213795,10.065224,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,113,phone,1523317761917,-0.31603462,0.45968673,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,114,phone,1523317761917,-0.29688102,0.4405331,9.749189,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,115,phone,1523317761917,-0.2873042,0.4213795,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,116,phone,1523317761917,-0.2777274,0.45010993,9.911995,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,117,phone,1523317761917,-0.2873042,0.4309563,9.902418,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,118,phone,1523317761917,-0.2777274,0.4405331,9.739613,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,119,phone,1523317761917,-0.2777274,0.4405331,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,120,phone,1523317761917,-0.29688102,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,121,phone,1523317761917,-0.29688102,0.45010993,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,122,phone,1523317761917,-0.29688102,0.4309563,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,123,phone,1523317761917,-0.30645782,0.45010993,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,124,phone,1523317761917,-0.30645782,0.45010993,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,125,phone,1523317761917,-0.30645782,0.4405331,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,126,phone,1523317761917,-0.2777274,0.4405331,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,127,phone,1523317761917,-0.2873042,0.4405331,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,128,phone,1523317761917,-0.2873042,0.4405331,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,129,phone,1523317761917,-0.2777274,0.4405331,9.80665,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,130,phone,1523317761917,-0.2777274,0.4309563,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,131,phone,1523317761917,-0.30645782,0.4405331,9.710882,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,132,phone,1523317761917,-0.29688102,0.4405331,9.864111,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,133,phone,1523317761917,-0.29688102,0.45010993,9.921572,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,134,phone,1523317761917,-0.30645782,0.4405331,9.739613,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,135,phone,1523317761917,-0.2873042,0.4405331,9.720459,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,136,phone,1523317761917,-0.2873042,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,137,phone,1523317761917,-0.2777274,0.4405331,9.873688,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,138,phone,1523317761917,-0.2873042,0.4405331,9.730036,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,139,phone,1523317761917,-0.2777274,0.4405331,9.691729,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,140,phone,1523317761917,-0.2777274,0.45010993,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,141,phone,1523317761917,-0.2873042,0.4405331,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,142,phone,1523317761917,-0.2873042,0.45010993,9.77792,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,143,phone,1523317761917,-0.30645782,0.4309563,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,144,phone,1523317761917,-0.31603462,0.4405331,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,145,phone,1523317761917,-0.32561144,0.4309563,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,146,phone,1523317761917,-0.30645782,0.4309563,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,147,phone,1523317761917,-0.30645782,0.45968673,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,148,phone,1523317761917,-0.30645782,0.45010993,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,149,phone,1523317761917,-0.25857377,0.45010993,9.749189,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,150,phone,1523317761917,-0.24899697,0.4405331,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,151,phone,1523317761917,-0.24899697,0.45968673,9.797073,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,152,phone,1523317761917,-0.24899697,0.45010993,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,153,phone,1523317761917,-0.2777274,0.4213795,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,154,phone,1523317761917,-0.29688102,0.45968673,9.739613,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,155,phone,1523317761917,-0.31603462,0.45968673,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,156,phone,1523317761917,-0.32561144,0.45968673,9.80665,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,157,phone,1523317761917,-0.33518824,0.4405331,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,158,phone,1523317761917,-0.30645782,0.4405331,9.758766,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,159,phone,1523317761917,-0.30645782,0.4405331,9.80665,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,160,phone,1523317761917,-0.29688102,0.4405331,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,161,phone,1523317761917,-0.2681506,0.45010993,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,162,phone,1523317761917,-0.25857377,0.4405331,9.749189,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,163,phone,1523317761917,-0.25857377,0.45968673,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,164,phone,1523317761917,-0.2681506,0.45010993,9.80665,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,165,phone,1523317761917,-0.2681506,0.45010993,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,166,phone,1523317761917,-0.2873042,0.4405331,9.787497,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,167,phone,1523317761917,-0.31603462,0.4405331,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,168,phone,1523317761917,-0.31603462,0.45010993,9.768343,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,169,phone,1523317761917,-0.31603462,0.46926352,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,170,phone,1523317761917,-0.30645782,0.45010993,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,171,phone,1523317761917,-0.2873042,0.45010993,9.77792,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,172,phone,1523317761917,-0.2873042,0.4309563,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,173,phone,1523317761917,-0.2777274,0.45010993,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,174,phone,1523317761917,-0.2681506,0.4405331,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,175,phone,1523317761917,-0.24899697,0.45010993,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,176,phone,1523317761917,-0.2681506,0.4309563,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,177,phone,1523317761917,-0.2873042,0.45010993,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,178,phone,1523317761917,-0.2873042,0.4309563,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,179,phone,1523317761917,-0.30645782,0.4405331,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,180,phone,1523317761917,-0.2873042,0.45010993,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,181,phone,1523317761917,-0.30645782,0.45968673,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,182,phone,1523317761917,-0.2681506,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,183,phone,1523317761917,-0.2777274,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,184,phone,1523317761917,-0.2681506,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,185,phone,1523317761917,-0.2681506,0.4405331,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,186,phone,1523317761917,-0.2777274,0.45010993,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,187,phone,1523317761917,-0.2873042,0.45010993,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,188,phone,1523317761917,-0.29688102,0.4405331,9.844957,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,189,phone,1523317761917,-0.2873042,0.4405331,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,190,phone,1523317761917,-0.2873042,0.45010993,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,191,phone,1523317761917,-0.2873042,0.45010993,9.854534,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,192,phone,1523317761917,-0.2777274,0.4405331,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,193,phone,1523317761917,-0.29688102,0.45968673,9.825804,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,194,phone,1523317761917,-0.30645782,0.45968673,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,195,phone,1523317761917,-0.2873042,0.4405331,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,196,phone,1523317761917,-0.2777274,0.4309563,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,197,phone,1523317761917,-0.2681506,0.45010993,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,198,phone,1523317761917,-0.2777274,0.4405331,9.835381,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,199,phone,1523317761917,-0.2873042,0.45010993,9.816227,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,200,phone,1523317761917,-0.2873042,0.4405331,9.80665,smartwatch,1523317762645,0
1970-01-01 00:25:23 UTC,201,smartwatch,1523317762645,11.784652,1.4452649,5.046463,phone,1523317761917,0
1970-01-01 00:25:23 UTC,202,smartwatch,1523317762645,13.083954,1.6175481,5.3336015,phone,1523317761917,0
1970-01-01 00:25:23 UTC,203,smartwatch,1523317762645,13.756337,2.050649,5.5704913,phone,1523317761917,0
1970-01-01 00:25:23 UTC,204,smartwatch,1523317762645,13.514663,2.2971098,5.436493,phone,1523317761917,0
1970-01-01 00:25:23 UTC,205,smartwatch,1523317762645,12.507284,2.3186452,5.6614184,phone,1523317761917,0
1970-01-01 00:25:23 UTC,206,smartwatch,1523317762645,11.464013,1.8855443,5.4149575,phone,1523317761917,0
1970-01-01 00:25:23 UTC,207,smartwatch,1523317762645,9.233903,1.7922242,4.8191447,phone,1523317761917,0
1970-01-01 00:25:23 UTC,208,smartwatch,1523317762645,6.8817577,1.3495519,3.8524444,phone,1523317761917,0
1970-01-01 00:25:23 UTC,209,smartwatch,1523317762645,3.5605202,0.5168497,3.2279177,phone,1523317761917,0
1970-01-01 00:25:23 UTC,210,smartwatch,1523317762645,4.2855453,0.46181476,1.6582261,phone,1523317761917,0
1970-01-01 00:25:23 UTC,211,smartwatch,1523317762645,2.7876384,0.07178468,0.059820566,phone,1523317761917,0
1970-01-01 00:25:23 UTC,212,smartwatch,1523317762645,-2.6943183,-0.6891329,-0.83748794,phone,1523317761917,0
1970-01-01 00:25:23 UTC,213,smartwatch,1523317762645,0.8350951,-0.997807,3.3690944,phone,1523317761917,0
1970-01-01 00:25:23 UTC,214,smartwatch,1523317762645,2.6751757,-1.8113668,1.3016955,phone,1523317761917,0
1970-01-01 00:25:23 UTC,215,smartwatch,1523317762645,3.3212378,-0.19621146,2.0961127,phone,1523317761917,0
1970-01-01 00:25:23 UTC,216,smartwatch,1523317762645,5.7667027,0.44745782,3.574877,phone,1523317761917,0
1970-01-01 00:25:23 UTC,217,smartwatch,1523317762645,9.753145,0.9906286,4.685147,phone,1523317761917,0
1970-01-01 00:25:23 UTC,218,smartwatch,1523317762645,13.730017,2.37368,5.4436717,phone,1523317761917,0
1970-01-01 00:25:23 UTC,219,smartwatch,1523317762645,16.204195,4.130012,6.2715883,phone,1523317761917,0
1970-01-01 00:25:23 UTC,220,smartwatch,1523317762645,17.393427,5.1014977,6.285945,phone,1523317761917,0
1970-01-01 00:25:23 UTC,221,smartwatch,1523317762645,17.333607,6.431907,6.8865438,phone,1523317761917,0
1970-01-01 00:25:23 UTC,222,smartwatch,1523317762645,16.13241,6.0155563,6.6424756,phone,1523317761917,0
1970-01-01 00:25:23 UTC,223,smartwatch,1523317762645,14.524433,5.45085,6.893722,phone,1523317761917,0
1970-01-01 00:25:23 UTC,224,smartwatch,1523317762645,12.569497,4.56072,6.0394845,phone,1523317761917,0
1970-01-01 00:25:23 UTC,225,smartwatch,1523317762645,9.760324,3.3714871,4.706682,phone,1523317761917,0
1970-01-01 00:25:23 UTC,226,smartwatch,1523317762645,6.8721867,2.28036,3.2925239,phone,1523317761917,0
1970-01-01 00:25:23 UTC,227,smartwatch,1523317762645,4.1587257,1.160519,2.1966112,phone,1523317761917,0
1970-01-01 00:25:23 UTC,228,smartwatch,1523317762645,2.1870399,-0.059820566,1.268196,phone,1523317761917,0
1970-01-01 00:25:23 UTC,229,smartwatch,1523317762645,1.1294123,-0.89491564,0.86859465,phone,1523317761917,0
1970-01-01 00:25:23 UTC,230,smartwatch,1523317762645,1.3782659,-1.308874,0.7704889,phone,1523317761917,0
1970-01-01 00:25:23 UTC,231,smartwatch,1523317762645,2.1822543,-1.1078769,1.0073783,phone,1523317761917,0
1970-01-01 00:25:23 UTC,232,smartwatch,1523317762645,3.8907297,-0.36610186,1.3854443,phone,1523317761917,0
1970-01-01 00:25:23 UTC,233,smartwatch,1523317762645,6.5635123,0.88295156,2.268396,phone,1523317761917,0
